customer_id_externo;mrr;billing_profile;days_since_last;features_used_30d;email
uso-diario-0069;45,83;freelancer;12;9;financeiro+uso-diario-0069@exemplo.com.br
uso-diario-0070;61,97;freelancer;5;9;financeiro+uso-diario-0070@exemplo.com.br
uso-diario-0071;84,23;freelancer;1;19;financeiro+uso-diario-0071@exemplo.com.br
uso-diario-0072;167,97;freelancer;0;4;financeiro+uso-diario-0072@exemplo.com.br
uso-diario-0073;134,09;CLT;3;14;financeiro+uso-diario-0073@exemplo.com.br
uso-diario-0074;166,34;freelancer;1;17;financeiro+uso-diario-0074@exemplo.com.br
uso-diario-0075;88,13;PJ;3;11;financeiro+uso-diario-0075@exemplo.com.br
uso-diario-0076;329,77;freelancer;3;15;financeiro+uso-diario-0076@exemplo.com.br
uso-diario-0077;39,90;PJ;0;17;financeiro+uso-diario-0077@exemplo.com.br
uso-diario-0078;63,17;freelancer;1;7;financeiro+uso-diario-0078@exemplo.com.br
uso-diario-0079;187,38;PJ;0;6;financeiro+uso-diario-0079@exemplo.com.br
uso-diario-0080;118,87;freelancer;0;12;financeiro+uso-diario-0080@exemplo.com.br
uso-diario-0081;132,69;freelancer;0;8;financeiro+uso-diario-0081@exemplo.com.br
uso-diario-0082;114,07;PJ;0;6;financeiro+uso-diario-0082@exemplo.com.br
uso-diario-0083;479,89;freelancer;4;4;financeiro+uso-diario-0083@exemplo.com.br
uso-diario-0084;207,72;PJ;0;11;financeiro+uso-diario-0084@exemplo.com.br
uso-diario-0085;70,78;PJ;1;6;financeiro+uso-diario-0085@exemplo.com.br
uso-diario-0086;109,96;freelancer;3;11;financeiro+uso-diario-0086@exemplo.com.br
uso-diario-0087;87,23;CLT;0;13;financeiro+uso-diario-0087@exemplo.com.br
uso-diario-0088;265,59;freelancer;0;9;financeiro+uso-diario-0088@exemplo.com.br
uso-diario-0089;42,37;PJ;0;15;financeiro+uso-diario-0089@exemplo.com.br
uso-diario-0090;76,79;CLT;0;10;financeiro+uso-diario-0090@exemplo.com.br
uso-diario-0091;52,49;PJ;1;9;financeiro+uso-diario-0091@exemplo.com.br
uso-diario-0092;378,93;freelancer;0;4;financeiro+uso-diario-0092@exemplo.com.br
uso-diario-0093;426,75;PJ;1;13;financeiro+uso-diario-0093@exemplo.com.br
uso-diario-0094;91,69;CLT;1;5;financeiro+uso-diario-0094@exemplo.com.br
uso-diario-0095;39,90;freelancer;2;17;financeiro+uso-diario-0095@exemplo.com.br
uso-diario-0096;90,37;CLT;1;19;financeiro+uso-diario-0096@exemplo.com.br
uso-diario-0097;111,79;CLT;0;10;financeiro+uso-diario-0097@exemplo.com.br
uso-diario-0098;85,36;CLT;0;14;financeiro+uso-diario-0098@exemplo.com.br
uso-diario-0099;165,04;PJ;3;13;financeiro+uso-diario-0099@exemplo.com.br
uso-diario-0100;362,24;PJ;1;18;financeiro+uso-diario-0100@exemplo.com.br
uso-diario-0101;55,43;CLT;4;7;financeiro+uso-diario-0101@exemplo.com.br
uso-diario-0102;71,72;PJ;6;6;financeiro+uso-diario-0102@exemplo.com.br
uso-diario-0103;93,65;PJ;8;9;financeiro+uso-diario-0103@exemplo.com.br
uso-diario-0104;108,44;freelancer;0;17;financeiro+uso-diario-0104@exemplo.com.br
uso-diario-0105;87,69;PJ;0;8;financeiro+uso-diario-0105@exemplo.com.br
uso-diario-0106;88,27;PJ;1;12;financeiro+uso-diario-0106@exemplo.com.br
uso-diario-0107;123,45;freelancer;0;11;financeiro+uso-diario-0107@exemplo.com.br
uso-diario-0108;185,97;CLT;1;14;financeiro+uso-diario-0108@exemplo.com.br
uso-diario-0109;102,14;CLT;0;19;financeiro+uso-diario-0109@exemplo.com.br
uso-diario-0110;56,13;freelancer;0;15;financeiro+uso-diario-0110@exemplo.com.br
uso-diario-0111;238,66;freelancer;1;11;financeiro+uso-diario-0111@exemplo.com.br
uso-diario-0112;227,66;freelancer;5;16;financeiro+uso-diario-0112@exemplo.com.br
uso-diario-0113;117,30;CLT;2;20;financeiro+uso-diario-0113@exemplo.com.br
uso-diario-0114;147,01;CLT;1;8;financeiro+uso-diario-0114@exemplo.com.br
uso-diario-0115;93,83;PJ;1;12;financeiro+uso-diario-0115@exemplo.com.br
uso-diario-0116;136,04;freelancer;2;10;financeiro+uso-diario-0116@exemplo.com.br
uso-diario-0117;143,07;CLT;5;11;financeiro+uso-diario-0117@exemplo.com.br
uso-diario-0118;238,14;PJ;2;13;financeiro+uso-diario-0118@exemplo.com.br
uso-diario-0119;81,82;CLT;0;18;financeiro+uso-diario-0119@exemplo.com.br
uso-diario-0120;72,17;CLT;4;5;financeiro+uso-diario-0120@exemplo.com.br
uso-diario-0121;71,31;CLT;0;17;financeiro+uso-diario-0121@exemplo.com.br
uso-diario-0122;54,53;PJ;1;17;financeiro+uso-diario-0122@exemplo.com.br
uso-diario-0123;58,78;freelancer;1;15;financeiro+uso-diario-0123@exemplo.com.br
uso-diario-0124;168,75;PJ;3;14;financeiro+uso-diario-0124@exemplo.com.br
uso-diario-0125;47,04;PJ;0;16;financeiro+uso-diario-0125@exemplo.com.br
uso-diario-0126;128,02;freelancer;1;11;financeiro+uso-diario-0126@exemplo.com.br
uso-diario-0127;71,30;CLT;3;12;financeiro+uso-diario-0127@exemplo.com.br
uso-diario-0128;198,90;PJ;3;9;financeiro+uso-diario-0128@exemplo.com.br
uso-diario-0129;39,90;freelancer;0;10;financeiro+uso-diario-0129@exemplo.com.br
uso-diario-0130;85,45;PJ;4;8;financeiro+uso-diario-0130@exemplo.com.br
uso-diario-0131;68,08;freelancer;1;13;financeiro+uso-diario-0131@exemplo.com.br
uso-diario-0132;39,90;freelancer;3;15;financeiro+uso-diario-0132@exemplo.com.br
uso-diario-0133;309,29;CLT;0;10;financeiro+uso-diario-0133@exemplo.com.br
uso-diario-0134;180,94;PJ;1;15;financeiro+uso-diario-0134@exemplo.com.br
uso-diario-0135;75,45;CLT;18;15;financeiro+uso-diario-0135@exemplo.com.br
uso-diario-0136;160,92;PJ;2;14;financeiro+uso-diario-0136@exemplo.com.br
uso-diario-0137;267,74;CLT;5;14;financeiro+uso-diario-0137@exemplo.com.br
uso-diario-0138;96,35;freelancer;0;9;financeiro+uso-diario-0138@exemplo.com.br
uso-diario-0139;232,38;freelancer;0;6;financeiro+uso-diario-0139@exemplo.com.br
uso-diario-0140;118,52;CLT;4;13;financeiro+uso-diario-0140@exemplo.com.br
uso-diario-0141;150,71;CLT;1;15;financeiro+uso-diario-0141@exemplo.com.br
uso-diario-0142;143,60;freelancer;0;13;financeiro+uso-diario-0142@exemplo.com.br
uso-diario-0143;39,90;PJ;2;17;financeiro+uso-diario-0143@exemplo.com.br
uso-diario-0144;77,90;CLT;1;16;financeiro+uso-diario-0144@exemplo.com.br
uso-diario-0145;68,99;CLT;0;12;financeiro+uso-diario-0145@exemplo.com.br
uso-diario-0146;191,35;CLT;0;12;financeiro+uso-diario-0146@exemplo.com.br
uso-diario-0147;69,83;CLT;1;13;financeiro+uso-diario-0147@exemplo.com.br
uso-diario-0148;117,03;freelancer;0;14;financeiro+uso-diario-0148@exemplo.com.br
uso-diario-0149;333,94;freelancer;1;15;financeiro+uso-diario-0149@exemplo.com.br
ANCORA-07-B;300,00;CLT;7;3;financeiro+ancora-07-b@exemplo.com.br
uso-diario-0151;79,32;CLT;3;12;financeiro+uso-diario-0151@exemplo.com.br
uso-diario-0152;75,07;PJ;1;19;financeiro+uso-diario-0152@exemplo.com.br
uso-diario-0153;83,37;freelancer;0;12;financeiro+uso-diario-0153@exemplo.com.br
uso-diario-0154;106,24;CLT;18;16;financeiro+uso-diario-0154@exemplo.com.br
uso-diario-0155;152,02;freelancer;1;13;financeiro+uso-diario-0155@exemplo.com.br
uso-diario-0156;369,82;CLT;1;13;financeiro+uso-diario-0156@exemplo.com.br
uso-diario-0157;90,62;PJ;12;16;financeiro+uso-diario-0157@exemplo.com.br
uso-diario-0158;232,18;CLT;0;13;financeiro+uso-diario-0158@exemplo.com.br
uso-diario-0159;155,08;CLT;1;10;financeiro+uso-diario-0159@exemplo.com.br
uso-diario-0160;89,34;freelancer;1;13;financeiro+uso-diario-0160@exemplo.com.br
uso-diario-0161;78,79;freelancer;1;10;financeiro+uso-diario-0161@exemplo.com.br
uso-diario-0162;62,37;CLT;0;10;financeiro+uso-diario-0162@exemplo.com.br
uso-diario-0163;75,99;PJ;0;20;financeiro+uso-diario-0163@exemplo.com.br
uso-diario-0164;410,98;freelancer;0;12;financeiro+uso-diario-0164@exemplo.com.br
uso-diario-0165;57,87;CLT;2;14;financeiro+uso-diario-0165@exemplo.com.br
uso-diario-0166;143,81;freelancer;1;15;financeiro+uso-diario-0166@exemplo.com.br
uso-diario-0167;132,70;PJ;0;8;financeiro+uso-diario-0167@exemplo.com.br
uso-diario-0168;280,12;freelancer;5;14;financeiro+uso-diario-0168@exemplo.com.br
uso-diario-0169;39,90;CLT;2;20;financeiro+uso-diario-0169@exemplo.com.br
uso-diario-0170;102,35;PJ;2;19;financeiro+uso-diario-0170@exemplo.com.br
uso-diario-0171;131,05;PJ;1;13;financeiro+uso-diario-0171@exemplo.com.br
uso-diario-0172;596,95;freelancer;1;10;financeiro+uso-diario-0172@exemplo.com.br
uso-diario-0173;193,58;CLT;3;11;financeiro+uso-diario-0173@exemplo.com.br
uso-diario-0174;106,94;freelancer;4;12;financeiro+uso-diario-0174@exemplo.com.br
uso-diario-0175;50,47;PJ;0;12;financeiro+uso-diario-0175@exemplo.com.br
uso-diario-0176;101,26;PJ;12;20;financeiro+uso-diario-0176@exemplo.com.br
uso-diario-0177;134,96;CLT;0;14;financeiro+uso-diario-0177@exemplo.com.br
uso-diario-0178;129,97;freelancer;0;10;financeiro+uso-diario-0178@exemplo.com.br
uso-diario-0179;206,26;CLT;3;8;financeiro+uso-diario-0179@exemplo.com.br
uso-diario-0180;57,97;freelancer;3;7;financeiro+uso-diario-0180@exemplo.com.br
uso-diario-0181;102,14;CLT;1;16;financeiro+uso-diario-0181@exemplo.com.br
uso-diario-0182;145,04;freelancer;4;10;financeiro+uso-diario-0182@exemplo.com.br
uso-diario-0183;167,63;CLT;2;10;financeiro+uso-diario-0183@exemplo.com.br
uso-diario-0184;218,02;PJ;2;17;financeiro+uso-diario-0184@exemplo.com.br
uso-diario-0185;45,49;CLT;1;12;financeiro+uso-diario-0185@exemplo.com.br
uso-diario-0186;163,46;CLT;1;10;financeiro+uso-diario-0186@exemplo.com.br
uso-diario-0187;169,98;freelancer;18;19;financeiro+uso-diario-0187@exemplo.com.br
uso-diario-0188;133,01;CLT;4;17;financeiro+uso-diario-0188@exemplo.com.br
uso-diario-0189;125,28;PJ;1;14;financeiro+uso-diario-0189@exemplo.com.br
uso-diario-0190;70,02;CLT;0;8;financeiro+uso-diario-0190@exemplo.com.br
uso-diario-0191;571,21;PJ;2;10;financeiro+uso-diario-0191@exemplo.com.br
uso-diario-0192;199,81;PJ;1;12;financeiro+uso-diario-0192@exemplo.com.br
uso-diario-0193;63,35;PJ;0;11;financeiro+uso-diario-0193@exemplo.com.br
uso-diario-0194;81,92;CLT;0;10;financeiro+uso-diario-0194@exemplo.com.br
uso-diario-0195;156,12;PJ;0;8;financeiro+uso-diario-0195@exemplo.com.br
uso-diario-0196;74,87;freelancer;0;13;financeiro+uso-diario-0196@exemplo.com.br
uso-diario-0197;139,15;CLT;0;15;financeiro+uso-diario-0197@exemplo.com.br
uso-diario-0198;173,88;PJ;0;18;financeiro+uso-diario-0198@exemplo.com.br
uso-diario-0199;144,09;freelancer;2;7;financeiro+uso-diario-0199@exemplo.com.br
uso-diario-0200;121,90;freelancer;0;15;financeiro+uso-diario-0200@exemplo.com.br
uso-diario-0201;67,73;CLT;0;19;financeiro+uso-diario-0201@exemplo.com.br
uso-diario-0202;156,53;CLT;1;10;financeiro+uso-diario-0202@exemplo.com.br
uso-diario-0203;392,28;freelancer;0;10;financeiro+uso-diario-0203@exemplo.com.br
uso-diario-0204;87,97;freelancer;1;11;financeiro+uso-diario-0204@exemplo.com.br
uso-diario-0205;114,56;PJ;0;7;financeiro+uso-diario-0205@exemplo.com.br
uso-diario-0206;39,90;PJ;6;12;financeiro+uso-diario-0206@exemplo.com.br
uso-diario-0207;102,26;freelancer;0;6;financeiro+uso-diario-0207@exemplo.com.br
uso-diario-0208;73,39;freelancer;0;4;financeiro+uso-diario-0208@exemplo.com.br
uso-diario-0209;354,37;PJ;1;16;financeiro+uso-diario-0209@exemplo.com.br
uso-diario-0210;189,27;freelancer;0;19;financeiro+uso-diario-0210@exemplo.com.br
uso-diario-0211;118,42;freelancer;4;9;financeiro+uso-diario-0211@exemplo.com.br
uso-diario-0212;91,27;CLT;5;16;financeiro+uso-diario-0212@exemplo.com.br
uso-diario-0213;63,54;freelancer;0;17;financeiro+uso-diario-0213@exemplo.com.br
uso-diario-0214;213,70;CLT;0;11;financeiro+uso-diario-0214@exemplo.com.br
uso-diario-0215;147,62;PJ;0;6;financeiro+uso-diario-0215@exemplo.com.br
uso-diario-0216;140,33;freelancer;5;15;financeiro+uso-diario-0216@exemplo.com.br
uso-diario-0217;121,45;CLT;0;10;financeiro+uso-diario-0217@exemplo.com.br
uso-diario-0218;39,90;freelancer;1;20;financeiro+uso-diario-0218@exemplo.com.br
uso-diario-0219;78,49;freelancer;0;7;financeiro+uso-diario-0219@exemplo.com.br
uso-diario-0220;298,53;CLT;2;9;financeiro+uso-diario-0220@exemplo.com.br
uso-diario-0221;178,75;freelancer;0;17;financeiro+uso-diario-0221@exemplo.com.br
uso-diario-0222;135,66;freelancer;0;14;financeiro+uso-diario-0222@exemplo.com.br
uso-diario-0223;110,54;PJ;0;14;financeiro+uso-diario-0223@exemplo.com.br
uso-diario-0224;77,64;CLT;2;12;financeiro+uso-diario-0224@exemplo.com.br
uso-diario-0225;146,20;PJ;2;10;financeiro+uso-diario-0225@exemplo.com.br
uso-diario-0226;166,41;CLT;2;8;financeiro+uso-diario-0226@exemplo.com.br
uso-diario-0227;39,90;CLT;0;11;financeiro+uso-diario-0227@exemplo.com.br
uso-diario-0228;166,30;CLT;1;9;financeiro+uso-diario-0228@exemplo.com.br
uso-diario-0229;111,84;freelancer;0;15;financeiro+uso-diario-0229@exemplo.com.br
uso-diario-0230;97,59;freelancer;5;11;financeiro+uso-diario-0230@exemplo.com.br
uso-diario-0231;93,82;PJ;;;financeiro+uso-diario-0231@exemplo.com.br
uso-diario-0232;74,25;CLT;1;8;financeiro+uso-diario-0232@exemplo.com.br
uso-diario-0233;51,84;freelancer;1;15;financeiro+uso-diario-0233@exemplo.com.br
uso-diario-0234;61,14;PJ;0;15;financeiro+uso-diario-0234@exemplo.com.br
uso-diario-0235;107,12;freelancer;1;13;financeiro+uso-diario-0235@exemplo.com.br
uso-diario-0236;155,45;freelancer;1;10;financeiro+uso-diario-0236@exemplo.com.br
uso-diario-0237;152,83;PJ;0;8;financeiro+uso-diario-0237@exemplo.com.br
uso-diario-0238;224,80;freelancer;6;13;financeiro+uso-diario-0238@exemplo.com.br
uso-diario-0239;122,44;freelancer;0;10;financeiro+uso-diario-0239@exemplo.com.br
uso-diario-0240;191,07;freelancer;0;10;financeiro+uso-diario-0240@exemplo.com.br
uso-diario-0241;47,23;freelancer;8;5;financeiro+uso-diario-0241@exemplo.com.br
uso-diario-0242;162,56;PJ;0;6;financeiro+uso-diario-0242@exemplo.com.br
uso-diario-0243;355,02;freelancer;1;9;financeiro+uso-diario-0243@exemplo.com.br
uso-diario-0244;168,18;freelancer;;;financeiro+uso-diario-0244@exemplo.com.br
uso-diario-0245;141,10;PJ;1;5;financeiro+uso-diario-0245@exemplo.com.br
uso-diario-0246;271,15;freelancer;2;10;financeiro+uso-diario-0246@exemplo.com.br
uso-diario-0247;72,46;freelancer;3;13;financeiro+uso-diario-0247@exemplo.com.br
uso-diario-0248;245,20;freelancer;0;20;financeiro+uso-diario-0248@exemplo.com.br
uso-diario-0249;161,43;freelancer;1;16;financeiro+uso-diario-0249@exemplo.com.br
ANCORA-20-A;300,00;CLT;20;3;financeiro+ancora-20-a@exemplo.com.br
uso-diario-0251;431,31;freelancer;1;12;financeiro+uso-diario-0251@exemplo.com.br
uso-diario-0252;250,16;CLT;2;10;financeiro+uso-diario-0252@exemplo.com.br
uso-diario-0253;66,58;freelancer;1;14;financeiro+uso-diario-0253@exemplo.com.br
uso-diario-0254;184,56;CLT;1;15;financeiro+uso-diario-0254@exemplo.com.br
uso-diario-0255;59,62;PJ;4;10;financeiro+uso-diario-0255@exemplo.com.br
uso-diario-0256;109,29;CLT;1;12;financeiro+uso-diario-0256@exemplo.com.br
uso-diario-0257;127,72;CLT;4;16;financeiro+uso-diario-0257@exemplo.com.br
uso-diario-0258;117,31;CLT;3;9;financeiro+uso-diario-0258@exemplo.com.br
uso-diario-0259;72,48;CLT;2;11;financeiro+uso-diario-0259@exemplo.com.br
uso-diario-0260;39,90;CLT;0;9;financeiro+uso-diario-0260@exemplo.com.br
uso-diario-0261;57,16;CLT;2;11;financeiro+uso-diario-0261@exemplo.com.br
uso-diario-0262;137,40;freelancer;0;15;financeiro+uso-diario-0262@exemplo.com.br
uso-diario-0263;223,59;CLT;1;7;financeiro+uso-diario-0263@exemplo.com.br
uso-diario-0264;147,05;freelancer;;;financeiro+uso-diario-0264@exemplo.com.br
uso-diario-0265;146,06;freelancer;;;financeiro+uso-diario-0265@exemplo.com.br
uso-diario-0266;165,00;PJ;1;13;financeiro+uso-diario-0266@exemplo.com.br
uso-diario-0267;205,07;PJ;2;10;financeiro+uso-diario-0267@exemplo.com.br
uso-diario-0268;142,51;CLT;4;12;financeiro+uso-diario-0268@exemplo.com.br
uso-diario-0269;86,28;freelancer;1;12;financeiro+uso-diario-0269@exemplo.com.br
uso-diario-0270;63,95;freelancer;0;11;financeiro+uso-diario-0270@exemplo.com.br
uso-diario-0271;105,99;freelancer;1;8;financeiro+uso-diario-0271@exemplo.com.br
uso-diario-0272;66,71;CLT;2;8;financeiro+uso-diario-0272@exemplo.com.br
uso-diario-0273;209,15;freelancer;0;13;financeiro+uso-diario-0273@exemplo.com.br
uso-diario-0274;98,24;PJ;0;10;financeiro+uso-diario-0274@exemplo.com.br
uso-diario-0275;83,54;freelancer;3;10;financeiro+uso-diario-0275@exemplo.com.br
uso-diario-0276;141,53;CLT;2;15;financeiro+uso-diario-0276@exemplo.com.br
uso-diario-0277;183,01;CLT;5;20;financeiro+uso-diario-0277@exemplo.com.br
uso-diario-0278;221,13;PJ;0;9;financeiro+uso-diario-0278@exemplo.com.br
uso-diario-0279;88,11;PJ;;;financeiro+uso-diario-0279@exemplo.com.br
uso-diario-0280;145,85;CLT;8;11;financeiro+uso-diario-0280@exemplo.com.br
uso-diario-0281;98,74;PJ;;;financeiro+uso-diario-0281@exemplo.com.br
uso-diario-0282;60,89;freelancer;0;12;financeiro+uso-diario-0282@exemplo.com.br
uso-diario-0283;145,48;CLT;2;14;financeiro+uso-diario-0283@exemplo.com.br
uso-diario-0284;142,51;freelancer;0;11;financeiro+uso-diario-0284@exemplo.com.br
uso-diario-0285;93,38;freelancer;3;15;financeiro+uso-diario-0285@exemplo.com.br
uso-diario-0286;127,15;PJ;3;17;financeiro+uso-diario-0286@exemplo.com.br
uso-diario-0287;102,44;freelancer;0;10;financeiro+uso-diario-0287@exemplo.com.br
uso-diario-0288;487,91;PJ;1;12;financeiro+uso-diario-0288@exemplo.com.br
uso-diario-0289;144,37;freelancer;1;10;financeiro+uso-diario-0289@exemplo.com.br
uso-diario-0290;143,98;freelancer;8;13;financeiro+uso-diario-0290@exemplo.com.br
uso-diario-0291;107,13;CLT;3;10;financeiro+uso-diario-0291@exemplo.com.br
uso-diario-0292;155,58;PJ;0;7;financeiro+uso-diario-0292@exemplo.com.br
uso-diario-0293;174,61;PJ;1;18;financeiro+uso-diario-0293@exemplo.com.br
uso-diario-0294;52,90;PJ;2;19;financeiro+uso-diario-0294@exemplo.com.br
uso-diario-0295;85,75;CLT;1;17;financeiro+uso-diario-0295@exemplo.com.br
uso-diario-0296;77,06;PJ;1;17;financeiro+uso-diario-0296@exemplo.com.br
uso-diario-0297;116,54;freelancer;5;9;financeiro+uso-diario-0297@exemplo.com.br
uso-diario-0298;144,28;freelancer;1;14;financeiro+uso-diario-0298@exemplo.com.br
uso-diario-0299;172,75;PJ;0;11;financeiro+uso-diario-0299@exemplo.com.br
uso-diario-0300;115,23;CLT;;;financeiro+uso-diario-0300@exemplo.com.br
uso-diario-0301;190,14;CLT;0;10;financeiro+uso-diario-0301@exemplo.com.br
uso-diario-0302;144,90;freelancer;2;13;financeiro+uso-diario-0302@exemplo.com.br
uso-diario-0303;82,69;CLT;;;financeiro+uso-diario-0303@exemplo.com.br
uso-diario-0304;134,70;CLT;1;7;financeiro+uso-diario-0304@exemplo.com.br
uso-diario-0305;91,59;CLT;1;10;financeiro+uso-diario-0305@exemplo.com.br
uso-diario-0306;94,00;PJ;4;16;financeiro+uso-diario-0306@exemplo.com.br
uso-diario-0307;176,62;CLT;1;8;financeiro+uso-diario-0307@exemplo.com.br
uso-diario-0308;40,25;PJ;1;14;financeiro+uso-diario-0308@exemplo.com.br
uso-diario-0309;241,76;freelancer;0;15;financeiro+uso-diario-0309@exemplo.com.br
uso-diario-0310;53,86;CLT;1;14;financeiro+uso-diario-0310@exemplo.com.br
uso-diario-0311;61,80;PJ;4;18;financeiro+uso-diario-0311@exemplo.com.br
uso-diario-0312;122,17;CLT;0;5;financeiro+uso-diario-0312@exemplo.com.br
uso-diario-0313;43,30;PJ;2;5;financeiro+uso-diario-0313@exemplo.com.br
uso-diario-0314;373,70;PJ;1;8;financeiro+uso-diario-0314@exemplo.com.br
