customer_id_externo;mrr;billing_profile;days_since_last;features_used_30d;email
uso-mensal-0076;102,47;freelancer;15;2;financeiro+uso-mensal-0076@exemplo.com.br
uso-mensal-0077;39,90;freelancer;23;2;financeiro+uso-mensal-0077@exemplo.com.br
uso-mensal-0078;141,92;CLT;28;5;financeiro+uso-mensal-0078@exemplo.com.br
uso-mensal-0079;90,97;CLT;30;2;financeiro+uso-mensal-0079@exemplo.com.br
uso-mensal-0080;344,35;PJ;27;2;financeiro+uso-mensal-0080@exemplo.com.br
uso-mensal-0081;186,46;CLT;39;5;financeiro+uso-mensal-0081@exemplo.com.br
uso-mensal-0082;39,90;CLT;31;4;financeiro+uso-mensal-0082@exemplo.com.br
uso-mensal-0083;352,04;PJ;25;3;financeiro+uso-mensal-0083@exemplo.com.br
uso-mensal-0084;108,26;CLT;33;7;financeiro+uso-mensal-0084@exemplo.com.br
uso-mensal-0085;139,17;PJ;25;4;financeiro+uso-mensal-0085@exemplo.com.br
uso-mensal-0086;64,48;PJ;26;4;financeiro+uso-mensal-0086@exemplo.com.br
uso-mensal-0087;198,20;PJ;26;2;financeiro+uso-mensal-0087@exemplo.com.br
uso-mensal-0088;123,57;PJ;32;6;financeiro+uso-mensal-0088@exemplo.com.br
uso-mensal-0089;204,72;PJ;23;1;financeiro+uso-mensal-0089@exemplo.com.br
uso-mensal-0090;78,40;freelancer;13;4;financeiro+uso-mensal-0090@exemplo.com.br
uso-mensal-0091;39,90;freelancer;30;4;financeiro+uso-mensal-0091@exemplo.com.br
uso-mensal-0092;185,73;PJ;24;2;financeiro+uso-mensal-0092@exemplo.com.br
uso-mensal-0093;332,75;CLT;36;4;financeiro+uso-mensal-0093@exemplo.com.br
uso-mensal-0094;136,19;freelancer;26;3;financeiro+uso-mensal-0094@exemplo.com.br
uso-mensal-0095;178,42;PJ;15;5;financeiro+uso-mensal-0095@exemplo.com.br
uso-mensal-0096;100,58;CLT;24;4;financeiro+uso-mensal-0096@exemplo.com.br
uso-mensal-0097;77,19;PJ;32;4;financeiro+uso-mensal-0097@exemplo.com.br
uso-mensal-0098;124,50;PJ;30;3;financeiro+uso-mensal-0098@exemplo.com.br
uso-mensal-0099;64,93;CLT;18;1;financeiro+uso-mensal-0099@exemplo.com.br
uso-mensal-0100;130,56;freelancer;32;4;financeiro+uso-mensal-0100@exemplo.com.br
uso-mensal-0101;46,85;freelancer;36;8;financeiro+uso-mensal-0101@exemplo.com.br
uso-mensal-0102;90,97;freelancer;22;3;financeiro+uso-mensal-0102@exemplo.com.br
uso-mensal-0103;145,63;CLT;;;financeiro+uso-mensal-0103@exemplo.com.br
uso-mensal-0104;101,44;PJ;23;8;financeiro+uso-mensal-0104@exemplo.com.br
uso-mensal-0105;406,93;CLT;28;5;financeiro+uso-mensal-0105@exemplo.com.br
uso-mensal-0106;65,21;CLT;11;1;financeiro+uso-mensal-0106@exemplo.com.br
uso-mensal-0107;86,13;freelancer;22;4;financeiro+uso-mensal-0107@exemplo.com.br
uso-mensal-0108;140,94;freelancer;13;7;financeiro+uso-mensal-0108@exemplo.com.br
uso-mensal-0109;111,75;freelancer;21;6;financeiro+uso-mensal-0109@exemplo.com.br
uso-mensal-0110;950,31;CLT;54;3;financeiro+uso-mensal-0110@exemplo.com.br
uso-mensal-0111;66,55;CLT;;;financeiro+uso-mensal-0111@exemplo.com.br
uso-mensal-0112;110,81;freelancer;19;5;financeiro+uso-mensal-0112@exemplo.com.br
uso-mensal-0113;102,48;PJ;29;4;financeiro+uso-mensal-0113@exemplo.com.br
uso-mensal-0114;76,25;CLT;17;1;financeiro+uso-mensal-0114@exemplo.com.br
uso-mensal-0115;144,80;CLT;25;6;financeiro+uso-mensal-0115@exemplo.com.br
uso-mensal-0116;111,62;CLT;23;1;financeiro+uso-mensal-0116@exemplo.com.br
uso-mensal-0117;138,45;CLT;22;1;financeiro+uso-mensal-0117@exemplo.com.br
uso-mensal-0118;39,90;CLT;29;4;financeiro+uso-mensal-0118@exemplo.com.br
uso-mensal-0119;39,90;freelancer;21;3;financeiro+uso-mensal-0119@exemplo.com.br
uso-mensal-0120;122,04;CLT;30;7;financeiro+uso-mensal-0120@exemplo.com.br
uso-mensal-0121;122,57;PJ;17;0;financeiro+uso-mensal-0121@exemplo.com.br
uso-mensal-0122;121,53;PJ;24;2;financeiro+uso-mensal-0122@exemplo.com.br
uso-mensal-0123;44,38;freelancer;22;1;financeiro+uso-mensal-0123@exemplo.com.br
uso-mensal-0124;380,26;CLT;29;3;financeiro+uso-mensal-0124@exemplo.com.br
uso-mensal-0125;89,52;PJ;26;5;financeiro+uso-mensal-0125@exemplo.com.br
uso-mensal-0126;115,04;freelancer;27;3;financeiro+uso-mensal-0126@exemplo.com.br
uso-mensal-0127;156,10;PJ;39;5;financeiro+uso-mensal-0127@exemplo.com.br
uso-mensal-0128;88,17;PJ;23;3;financeiro+uso-mensal-0128@exemplo.com.br
uso-mensal-0129;47,70;freelancer;18;2;financeiro+uso-mensal-0129@exemplo.com.br
uso-mensal-0130;466,80;PJ;19;2;financeiro+uso-mensal-0130@exemplo.com.br
uso-mensal-0131;360,11;freelancer;9;2;financeiro+uso-mensal-0131@exemplo.com.br
uso-mensal-0132;110,95;CLT;28;5;financeiro+uso-mensal-0132@exemplo.com.br
uso-mensal-0133;133,47;PJ;21;4;financeiro+uso-mensal-0133@exemplo.com.br
uso-mensal-0134;55,17;PJ;26;2;financeiro+uso-mensal-0134@exemplo.com.br
uso-mensal-0135;66,84;PJ;16;5;financeiro+uso-mensal-0135@exemplo.com.br
uso-mensal-0136;164,47;freelancer;16;5;financeiro+uso-mensal-0136@exemplo.com.br
uso-mensal-0137;197,26;PJ;5;4;financeiro+uso-mensal-0137@exemplo.com.br
uso-mensal-0138;141,02;PJ;36;2;financeiro+uso-mensal-0138@exemplo.com.br
uso-mensal-0139;257,66;freelancer;;;financeiro+uso-mensal-0139@exemplo.com.br
uso-mensal-0140;70,50;PJ;30;2;financeiro+uso-mensal-0140@exemplo.com.br
uso-mensal-0141;149,93;freelancer;16;1;financeiro+uso-mensal-0141@exemplo.com.br
uso-mensal-0142;195,29;PJ;35;1;financeiro+uso-mensal-0142@exemplo.com.br
uso-mensal-0143;283,04;PJ;16;3;financeiro+uso-mensal-0143@exemplo.com.br
uso-mensal-0144;157,85;freelancer;31;5;financeiro+uso-mensal-0144@exemplo.com.br
uso-mensal-0145;46,21;PJ;16;2;financeiro+uso-mensal-0145@exemplo.com.br
uso-mensal-0146;208,26;PJ;17;1;financeiro+uso-mensal-0146@exemplo.com.br
uso-mensal-0147;78,54;PJ;23;1;financeiro+uso-mensal-0147@exemplo.com.br
uso-mensal-0148;151,79;freelancer;24;1;financeiro+uso-mensal-0148@exemplo.com.br
uso-mensal-0149;76,54;PJ;25;3;financeiro+uso-mensal-0149@exemplo.com.br
ANCORA-07-B;300,00;CLT;7;3;financeiro+ancora-07-b@exemplo.com.br
uso-mensal-0151;192,42;PJ;7;4;financeiro+uso-mensal-0151@exemplo.com.br
uso-mensal-0152;147,33;freelancer;27;3;financeiro+uso-mensal-0152@exemplo.com.br
uso-mensal-0153;352,49;CLT;23;4;financeiro+uso-mensal-0153@exemplo.com.br
uso-mensal-0154;121,04;freelancer;12;3;financeiro+uso-mensal-0154@exemplo.com.br
uso-mensal-0155;149,19;CLT;19;3;financeiro+uso-mensal-0155@exemplo.com.br
uso-mensal-0156;88,46;freelancer;25;5;financeiro+uso-mensal-0156@exemplo.com.br
uso-mensal-0157;212,49;CLT;26;3;financeiro+uso-mensal-0157@exemplo.com.br
uso-mensal-0158;152,14;CLT;17;7;financeiro+uso-mensal-0158@exemplo.com.br
uso-mensal-0159;412,72;freelancer;39;5;financeiro+uso-mensal-0159@exemplo.com.br
uso-mensal-0160;42,48;freelancer;28;2;financeiro+uso-mensal-0160@exemplo.com.br
uso-mensal-0161;136,93;freelancer;16;3;financeiro+uso-mensal-0161@exemplo.com.br
uso-mensal-0162;233,01;PJ;22;5;financeiro+uso-mensal-0162@exemplo.com.br
uso-mensal-0163;103,95;CLT;24;5;financeiro+uso-mensal-0163@exemplo.com.br
uso-mensal-0164;88,04;PJ;28;3;financeiro+uso-mensal-0164@exemplo.com.br
uso-mensal-0165;114,15;PJ;19;1;financeiro+uso-mensal-0165@exemplo.com.br
uso-mensal-0166;209,36;freelancer;46;3;financeiro+uso-mensal-0166@exemplo.com.br
uso-mensal-0167;57,19;CLT;30;3;financeiro+uso-mensal-0167@exemplo.com.br
uso-mensal-0168;40,45;CLT;17;3;financeiro+uso-mensal-0168@exemplo.com.br
uso-mensal-0169;172,34;PJ;10;1;financeiro+uso-mensal-0169@exemplo.com.br
uso-mensal-0170;106,94;freelancer;;;financeiro+uso-mensal-0170@exemplo.com.br
uso-mensal-0171;232,04;freelancer;34;5;financeiro+uso-mensal-0171@exemplo.com.br
uso-mensal-0172;89,76;CLT;17;1;financeiro+uso-mensal-0172@exemplo.com.br
uso-mensal-0173;232,91;CLT;26;4;financeiro+uso-mensal-0173@exemplo.com.br
uso-mensal-0174;106,00;PJ;27;3;financeiro+uso-mensal-0174@exemplo.com.br
uso-mensal-0175;141,42;PJ;20;2;financeiro+uso-mensal-0175@exemplo.com.br
uso-mensal-0176;195,14;freelancer;33;0;financeiro+uso-mensal-0176@exemplo.com.br
uso-mensal-0177;119,77;CLT;;;financeiro+uso-mensal-0177@exemplo.com.br
uso-mensal-0178;345,15;freelancer;19;1;financeiro+uso-mensal-0178@exemplo.com.br
uso-mensal-0179;104,73;freelancer;29;7;financeiro+uso-mensal-0179@exemplo.com.br
uso-mensal-0180;117,48;CLT;20;2;financeiro+uso-mensal-0180@exemplo.com.br
uso-mensal-0181;242,93;PJ;22;4;financeiro+uso-mensal-0181@exemplo.com.br
uso-mensal-0182;279,64;PJ;29;2;financeiro+uso-mensal-0182@exemplo.com.br
uso-mensal-0183;73,32;PJ;24;2;financeiro+uso-mensal-0183@exemplo.com.br
uso-mensal-0184;133,97;CLT;24;4;financeiro+uso-mensal-0184@exemplo.com.br
uso-mensal-0185;154,56;CLT;34;2;financeiro+uso-mensal-0185@exemplo.com.br
uso-mensal-0186;126,56;PJ;31;1;financeiro+uso-mensal-0186@exemplo.com.br
uso-mensal-0187;138,18;freelancer;31;2;financeiro+uso-mensal-0187@exemplo.com.br
uso-mensal-0188;211,50;PJ;17;3;financeiro+uso-mensal-0188@exemplo.com.br
uso-mensal-0189;141,31;PJ;19;1;financeiro+uso-mensal-0189@exemplo.com.br
uso-mensal-0190;81,19;CLT;;;financeiro+uso-mensal-0190@exemplo.com.br
uso-mensal-0191;131,65;CLT;;;financeiro+uso-mensal-0191@exemplo.com.br
uso-mensal-0192;152,44;PJ;37;7;financeiro+uso-mensal-0192@exemplo.com.br
uso-mensal-0193;58,43;freelancer;14;4;financeiro+uso-mensal-0193@exemplo.com.br
uso-mensal-0194;70,00;PJ;24;2;financeiro+uso-mensal-0194@exemplo.com.br
uso-mensal-0195;119,86;freelancer;26;2;financeiro+uso-mensal-0195@exemplo.com.br
uso-mensal-0196;167,37;freelancer;32;2;financeiro+uso-mensal-0196@exemplo.com.br
uso-mensal-0197;265,48;CLT;28;2;financeiro+uso-mensal-0197@exemplo.com.br
uso-mensal-0198;163,25;PJ;18;5;financeiro+uso-mensal-0198@exemplo.com.br
uso-mensal-0199;128,71;freelancer;21;2;financeiro+uso-mensal-0199@exemplo.com.br
uso-mensal-0200;73,04;freelancer;33;3;financeiro+uso-mensal-0200@exemplo.com.br
uso-mensal-0201;131,22;PJ;35;3;financeiro+uso-mensal-0201@exemplo.com.br
uso-mensal-0202;151,92;CLT;35;2;financeiro+uso-mensal-0202@exemplo.com.br
uso-mensal-0203;265,33;freelancer;32;4;financeiro+uso-mensal-0203@exemplo.com.br
uso-mensal-0204;95,19;CLT;23;1;financeiro+uso-mensal-0204@exemplo.com.br
uso-mensal-0205;80,12;freelancer;24;2;financeiro+uso-mensal-0205@exemplo.com.br
uso-mensal-0206;155,38;PJ;19;3;financeiro+uso-mensal-0206@exemplo.com.br
uso-mensal-0207;245,17;freelancer;13;4;financeiro+uso-mensal-0207@exemplo.com.br
uso-mensal-0208;109,98;CLT;13;2;financeiro+uso-mensal-0208@exemplo.com.br
uso-mensal-0209;55,06;freelancer;19;5;financeiro+uso-mensal-0209@exemplo.com.br
uso-mensal-0210;62,78;freelancer;14;3;financeiro+uso-mensal-0210@exemplo.com.br
uso-mensal-0211;76,26;CLT;29;2;financeiro+uso-mensal-0211@exemplo.com.br
uso-mensal-0212;119,59;CLT;29;4;financeiro+uso-mensal-0212@exemplo.com.br
uso-mensal-0213;76,62;freelancer;29;5;financeiro+uso-mensal-0213@exemplo.com.br
uso-mensal-0214;47,10;freelancer;22;3;financeiro+uso-mensal-0214@exemplo.com.br
uso-mensal-0215;117,81;PJ;26;3;financeiro+uso-mensal-0215@exemplo.com.br
uso-mensal-0216;365,47;PJ;10;2;financeiro+uso-mensal-0216@exemplo.com.br
uso-mensal-0217;146,30;PJ;31;2;financeiro+uso-mensal-0217@exemplo.com.br
uso-mensal-0218;272,12;CLT;29;4;financeiro+uso-mensal-0218@exemplo.com.br
uso-mensal-0219;200,01;freelancer;37;2;financeiro+uso-mensal-0219@exemplo.com.br
uso-mensal-0220;85,37;PJ;28;3;financeiro+uso-mensal-0220@exemplo.com.br
uso-mensal-0221;64,95;PJ;23;4;financeiro+uso-mensal-0221@exemplo.com.br
uso-mensal-0222;39,90;PJ;22;4;financeiro+uso-mensal-0222@exemplo.com.br
uso-mensal-0223;66,43;freelancer;26;3;financeiro+uso-mensal-0223@exemplo.com.br
uso-mensal-0224;140,97;freelancer;23;4;financeiro+uso-mensal-0224@exemplo.com.br
uso-mensal-0225;199,63;PJ;28;4;financeiro+uso-mensal-0225@exemplo.com.br
uso-mensal-0226;39,90;CLT;16;2;financeiro+uso-mensal-0226@exemplo.com.br
uso-mensal-0227;177,48;freelancer;17;2;financeiro+uso-mensal-0227@exemplo.com.br
uso-mensal-0228;155,47;PJ;13;3;financeiro+uso-mensal-0228@exemplo.com.br
uso-mensal-0229;72,09;freelancer;31;4;financeiro+uso-mensal-0229@exemplo.com.br
uso-mensal-0230;293,20;CLT;24;3;financeiro+uso-mensal-0230@exemplo.com.br
uso-mensal-0231;90,02;CLT;20;3;financeiro+uso-mensal-0231@exemplo.com.br
uso-mensal-0232;119,72;PJ;26;4;financeiro+uso-mensal-0232@exemplo.com.br
uso-mensal-0233;117,59;CLT;32;2;financeiro+uso-mensal-0233@exemplo.com.br
uso-mensal-0234;52,94;CLT;29;2;financeiro+uso-mensal-0234@exemplo.com.br
uso-mensal-0235;94,04;CLT;23;5;financeiro+uso-mensal-0235@exemplo.com.br
uso-mensal-0236;357,24;freelancer;28;4;financeiro+uso-mensal-0236@exemplo.com.br
uso-mensal-0237;268,79;CLT;15;3;financeiro+uso-mensal-0237@exemplo.com.br
uso-mensal-0238;68,69;freelancer;31;0;financeiro+uso-mensal-0238@exemplo.com.br
uso-mensal-0239;129,38;CLT;35;3;financeiro+uso-mensal-0239@exemplo.com.br
uso-mensal-0240;248,13;freelancer;25;3;financeiro+uso-mensal-0240@exemplo.com.br
uso-mensal-0241;94,01;freelancer;25;6;financeiro+uso-mensal-0241@exemplo.com.br
uso-mensal-0242;145,04;CLT;17;4;financeiro+uso-mensal-0242@exemplo.com.br
uso-mensal-0243;77,39;freelancer;20;3;financeiro+uso-mensal-0243@exemplo.com.br
uso-mensal-0244;227,88;freelancer;26;2;financeiro+uso-mensal-0244@exemplo.com.br
uso-mensal-0245;133,24;CLT;19;4;financeiro+uso-mensal-0245@exemplo.com.br
uso-mensal-0246;55,83;CLT;17;5;financeiro+uso-mensal-0246@exemplo.com.br
uso-mensal-0247;111,40;CLT;25;3;financeiro+uso-mensal-0247@exemplo.com.br
uso-mensal-0248;212,00;PJ;29;6;financeiro+uso-mensal-0248@exemplo.com.br
uso-mensal-0249;93,11;CLT;29;2;financeiro+uso-mensal-0249@exemplo.com.br
ANCORA-20-A;300,00;CLT;20;3;financeiro+ancora-20-a@exemplo.com.br
uso-mensal-0251;39,90;PJ;25;3;financeiro+uso-mensal-0251@exemplo.com.br
uso-mensal-0252;307,14;freelancer;32;7;financeiro+uso-mensal-0252@exemplo.com.br
uso-mensal-0253;205,43;PJ;22;3;financeiro+uso-mensal-0253@exemplo.com.br
uso-mensal-0254;53,60;CLT;41;2;financeiro+uso-mensal-0254@exemplo.com.br
uso-mensal-0255;208,40;PJ;28;4;financeiro+uso-mensal-0255@exemplo.com.br
uso-mensal-0256;253,64;PJ;23;5;financeiro+uso-mensal-0256@exemplo.com.br
uso-mensal-0257;416,45;PJ;15;2;financeiro+uso-mensal-0257@exemplo.com.br
uso-mensal-0258;39,90;PJ;14;2;financeiro+uso-mensal-0258@exemplo.com.br
uso-mensal-0259;123,01;freelancer;29;3;financeiro+uso-mensal-0259@exemplo.com.br
uso-mensal-0260;266,67;freelancer;13;3;financeiro+uso-mensal-0260@exemplo.com.br
uso-mensal-0261;131,66;CLT;36;4;financeiro+uso-mensal-0261@exemplo.com.br
uso-mensal-0262;202,42;freelancer;20;3;financeiro+uso-mensal-0262@exemplo.com.br
uso-mensal-0263;401,44;CLT;23;1;financeiro+uso-mensal-0263@exemplo.com.br
uso-mensal-0264;59,26;PJ;30;4;financeiro+uso-mensal-0264@exemplo.com.br
uso-mensal-0265;177,99;PJ;28;2;financeiro+uso-mensal-0265@exemplo.com.br
uso-mensal-0266;141,20;freelancer;35;5;financeiro+uso-mensal-0266@exemplo.com.br
uso-mensal-0267;68,78;CLT;4;4;financeiro+uso-mensal-0267@exemplo.com.br
uso-mensal-0268;112,95;freelancer;17;3;financeiro+uso-mensal-0268@exemplo.com.br
uso-mensal-0269;92,44;PJ;28;2;financeiro+uso-mensal-0269@exemplo.com.br
uso-mensal-0270;144,34;PJ;31;2;financeiro+uso-mensal-0270@exemplo.com.br
uso-mensal-0271;133,33;freelancer;21;3;financeiro+uso-mensal-0271@exemplo.com.br
uso-mensal-0272;304,48;PJ;14;4;financeiro+uso-mensal-0272@exemplo.com.br
uso-mensal-0273;91,66;freelancer;36;1;financeiro+uso-mensal-0273@exemplo.com.br
uso-mensal-0274;67,65;PJ;20;3;financeiro+uso-mensal-0274@exemplo.com.br
uso-mensal-0275;115,19;CLT;26;2;financeiro+uso-mensal-0275@exemplo.com.br
uso-mensal-0276;246,89;PJ;25;1;financeiro+uso-mensal-0276@exemplo.com.br
uso-mensal-0277;206,04;CLT;31;3;financeiro+uso-mensal-0277@exemplo.com.br
uso-mensal-0278;155,90;PJ;25;6;financeiro+uso-mensal-0278@exemplo.com.br
uso-mensal-0279;386,98;freelancer;;;financeiro+uso-mensal-0279@exemplo.com.br
uso-mensal-0280;183,43;freelancer;22;7;financeiro+uso-mensal-0280@exemplo.com.br
uso-mensal-0281;50,12;CLT;18;4;financeiro+uso-mensal-0281@exemplo.com.br
uso-mensal-0282;81,44;PJ;28;5;financeiro+uso-mensal-0282@exemplo.com.br
uso-mensal-0283;54,12;CLT;14;5;financeiro+uso-mensal-0283@exemplo.com.br
uso-mensal-0284;166,22;freelancer;10;1;financeiro+uso-mensal-0284@exemplo.com.br
uso-mensal-0285;46,80;CLT;33;4;financeiro+uso-mensal-0285@exemplo.com.br
uso-mensal-0286;84,65;freelancer;31;5;financeiro+uso-mensal-0286@exemplo.com.br
uso-mensal-0287;240,96;CLT;18;4;financeiro+uso-mensal-0287@exemplo.com.br
uso-mensal-0288;97,08;CLT;18;4;financeiro+uso-mensal-0288@exemplo.com.br
uso-mensal-0289;77,01;CLT;24;3;financeiro+uso-mensal-0289@exemplo.com.br
uso-mensal-0290;79,82;PJ;18;2;financeiro+uso-mensal-0290@exemplo.com.br
uso-mensal-0291;177,78;CLT;33;4;financeiro+uso-mensal-0291@exemplo.com.br
uso-mensal-0292;74,96;PJ;29;2;financeiro+uso-mensal-0292@exemplo.com.br
uso-mensal-0293;118,78;PJ;14;1;financeiro+uso-mensal-0293@exemplo.com.br
uso-mensal-0294;497,48;PJ;28;4;financeiro+uso-mensal-0294@exemplo.com.br
uso-mensal-0295;166,15;CLT;20;2;financeiro+uso-mensal-0295@exemplo.com.br
uso-mensal-0296;83,39;freelancer;12;1;financeiro+uso-mensal-0296@exemplo.com.br
uso-mensal-0297;469,59;CLT;26;4;financeiro+uso-mensal-0297@exemplo.com.br
uso-mensal-0298;105,61;PJ;19;2;financeiro+uso-mensal-0298@exemplo.com.br
uso-mensal-0299;188,30;freelancer;28;2;financeiro+uso-mensal-0299@exemplo.com.br
uso-mensal-0300;117,89;freelancer;33;4;financeiro+uso-mensal-0300@exemplo.com.br
uso-mensal-0301;137,58;freelancer;31;3;financeiro+uso-mensal-0301@exemplo.com.br
